epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,1908.78,0.90441,0.62104,1.27644,0.95294,0.89284,0.94094,0.63432,1.02025,0.4864,1.4179,0.0072775,0.0072775,0.0072775
167,1920.21,0.89346,0.60735,1.2753,0.94758,0.88572,0.94249,0.63824,0.98368,0.49365,1.39064,0.007261,0.007261,0.007261
168,1931.63,0.89868,0.61226,1.28023,0.9594,0.90838,0.94832,0.64536,0.96796,0.49257,1.38298,0.0072445,0.0072445,0.0072445
169,1943.15,0.87873,0.60555,1.26812,0.89909,0.92383,0.93586,0.65109,0.97796,0.48277,1.3907,0.007228,0.007228,0.007228
170,1954.59,0.89296,0.60528,1.27962,0.97396,0.89104,0.93667,0.65969,0.97633,0.49084,1.39964,0.0072115,0.0072115,0.0072115
171,1965.99,0.90581,0.63517,1.29382,0.98218,0.87695,0.9531,0.65088,1.01746,0.49029,1.41803,0.007195,0.007195,0.007195
172,1977.37,0.8956,0.62584,1.28068,0.9716,0.88849,0.9455,0.65177,0.99668,0.48311,1.40467,0.0071785,0.0071785,0.0071785
173,1988.77,0.89842,0.61818,1.27524,0.924,0.90788,0.9445,0.65602,0.95712,0.47446,1.3666,0.007162,0.007162,0.007162
174,2000.22,0.89288,0.60415,1.27774,0.95332,0.90629,0.9528,0.64759,0.97686,0.47499,1.37776,0.0071455,0.0071455,0.0071455
175,2011.63,0.87147,0.60303,1.25751,0.93598,0.90821,0.94635,0.64073,0.9581,0.46466,1.36392,0.007129,0.007129,0.007129
176,2023.03,0.8818,0.61078,1.26181,0.95177,0.91135,0.94323,0.6418,0.97406,0.47273,1.37882,0.0071125,0.0071125,0.0071125
177,2034.54,0.88497,0.59398,1.26201,0.97845,0.87486,0.94289,0.6519,0.96148,0.48755,1.38373,0.007096,0.007096,0.007096
178,2045.96,0.87013,0.58489,1.25572,0.93679,0.91949,0.93997,0.64845,0.95782,0.48779,1.36009,0.0070795,0.0070795,0.0070795
179,2057.45,0.87972,0.59323,1.26713,0.93912,0.90678,0.94367,0.67022,0.97174,0.48629,1.37633,0.007063,0.007063,0.007063
180,2068.98,0.87589,0.60647,1.26303,0.95018,0.89193,0.94429,0.65149,0.95983,0.49575,1.36941,0.0070465,0.0070465,0.0070465
181,2080.48,0.88449,0.59277,1.26686,0.93951,0.91733,0.93636,0.65738,0.91728,0.46627,1.33941,0.00703,0.00703,0.00703
182,2091.92,0.88005,0.59994,1.26951,0.94659,0.9155,0.92119,0.64216,0.93817,0.47142,1.36001,0.0070135,0.0070135,0.0070135
183,2103.45,0.87046,0.60138,1.26294,0.93538,0.91135,0.94277,0.64538,0.95552,0.48843,1.37942,0.006997,0.006997,0.006997
